Ano,Disciplina,Bimestre,Conteúdo/Tema,Habilidades/Objetivos
Não especificado,Geral/Múltiplas,2º Bimestre,"Teláris - Unidade 2 - Verbos II (Tempos - subclassificações)
Teláris - Unidade 3 - Reportagem","Analisar usos dos tempos verbais em textos reais, percebendo como marcam temporalidade, continuidade, anterioridade ou hipótese.
Comparar efeitos de sentido produzidos por diferentes tempos e aspectos verbais em situações comunicativas distintas.
Interpretar a função social da reportagem, observando como ela aprofunda informações relevantes para a comunidade.
Analisar a organização interna desse gênero, destacando como dados, depoimentos e explicações estruturam o aprofundamento do tema."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Teláris - Unidade 3 - Verbos III
Teláris - Unidade 4 - Recursos estilísticos (rima, aliteração, assonância, trocadilho, metáfora, personificação, metonímia)
Teláris - Unidade 4 – Poema (+Música)","Sintetizar como locuções verbais se encaixam e se comportam nas regras de flexão verbal.
Analisar como rimas, aliterações e assonâncias criam efeitos sonoros que influenciam ritmo, musicalidade e impacto emocional.
Interpretar sentidos construídos por metáforas, metonímias, personificações e trocadilhos em textos literários e cotidianos.
Interpretar poemas e letras de música, relacionando estrutura, ritmo e linguagem poética à construção de sentidos simbólicos e emocionais.
Analisar como elementos sonoros (rimas, repetições, pausas), imagéticos (metáforas, símbolos) e rítmicos contribuem para o efeito estético do texto."
Não especificado,Geral/Múltiplas,3º Bimestre,"Teláris - Unidade 4 - Recursos estilísticos (rima, aliteração, assonância, trocadilho, metáfora, personificação, metonímia)
Teláris - Unidade 4 – Texto Teatral","Avaliar como determinados recursos intensificam interpretações e ampliam a experiência estética do leitor.
Relacionar escolhas estilísticas às intenções do autor e aos efeitos que produzem sobre o leitor.
Analisar a organização interna do texto teatral, observando como rubricas, diálogos e divisão em cenas estruturam a ação dramática.
Avaliar como diferentes elementos do texto teatral colaboram para a construção de sentidos, efeitos e interpretações durante uma encenação.
Relacionar elementos verbais (fala, ritmo, pausas) e não verbais (movimento, gestos, iluminação sugerida) ao sentido global da cena."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Teláris - Unidade 5 -  Tipos de sujeito
Teláris - Unidade 8 – Artigo de Opinião","Comparar efeitos de sentido entre construções que apresentam sujeito simples, composto, oculto, indeterminado ou inexistente, observando diferenças sintáticas e discursivas.
Modelar períodos alterando o tipo de sujeito para transformar o foco informativo ou o ponto de vista do enunciador. 
Interpretar artigos de opinião relacionando tese, argumentos, evidências e estratégias persuasivas."
Não especificado,Geral/Múltiplas,4º Bimestre,"Teláris - Unidade 5 -  Tipos de sujeito
Teláris - Unidade 8 - Tipos de predicado
Teláris - Unidade 8 – Artigo de Opinião","Comparar efeitos de sentido entre construções que apresentam sujeito simples, composto, oculto, indeterminado ou inexistente, observando diferenças sintáticas e discursivas.
Modelar períodos alterando o tipo de sujeito para transformar o foco informativo ou o ponto de vista do enunciador.
Interpretar como a escolha do predicado contribui para destacar ações, qualidades ou mudanças de estado de personagens, objetos ou ideias.
Relacionar a estrutura do predicado (verbo, complementos, predicativo) às intenções comunicativas e ao foco informativo do enunciado.
Interpretar artigos de opinião relacionando tese, argumentos, evidências e estratégias persuasivas.
Relacionar escolhas discursivas ao público-alvo e à intenção comunicativa, avaliando adequação e eficácia do texto."
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Unidade 6 – Conto Maravilhoso, conto fantástico  e Conto de Mistério","COMPREENSÃO – PRODUÇÃO DE CONTO FANTÁSTICO
Leitura de um conto fantástico para identificar os elementos narrativos específicos deste gênero. 
Descrever e narrar um conto fantástico;
Construção do foco narrativo e da “moral” da história;
Desenvolvimento do ápice e do elemento fantástico.
Conto fantástico a partir de uma “moral” da história complexa.
 


COMPREENSÃO – PRODUÇÃO DE CONTO DE MISTÉRIO

Interpretar a importância do narrador na construção do conto de mistério;
Criação do mistério, ápice e revelação;
Leitura e interpretação de conto de mistério;
Elaboração do narrador personagem e dos elementos narrativos de “surpresa” e revelação a partir da exploração das “dicas” do texto."
Não especificado,Geral/Múltiplas,1º Bimestre,Unidade 6 - Conto de Mistério.,"COMPREENSÃO – PRODUÇÃO DE CONTO DE MISTÉRIO

Interpretar a importância do narrador na construção do conto de mistério;
Criação do mistério, ápice e revelação;
Leitura e interpretação de conto de mistério;
Elaboração do narrador personagem e dos elementos narrativos de “surpresa” e revelação a partir da exploração das “dicas” do texto."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Unidade 4 - Relatório científico
      Unidade 3 -  reportagem   

      Unidade 2 Entrevista em diálogo com o livro “Diário de Zlata” ou Cartas ao meu vizinho palestino (verificar qual obra será melhor a ser trabalhada)","ANÁLISE E AVALIAÇÃO – RELATÓRIO CIOENTÍFICO
Analisar uma experiência científica ;
Registrar os elementos usados nesta experiência; 
Elaborar o relato da experiência, selecionar as principais informações e avaliar os resultados; 

COMPREENSÃO E ANÁLISE – REPORTAGEM
Diferença entre notícia e reportagem;
Identificar elementos centrais sobre um assunto com exemplos;
Informar, explicar  e ilustrar sobre um assunto; 

MEMORIZAÇÃO, COMPREENSÃO E ANÁLISE – ENTREVISTA

Registrar e expressar as informações colhidas de uma fonte para a elaboração de uma entrevista; 
Identificar no livro “Diário de Zlata” informações que possam ser transformadas em uma entrevista ou na obra “Cartas ao meu vizinho palestino”
Elaboração do texto da entrevista."
Não especificado,Geral/Múltiplas,2º Bimestre,Unidade 4 - Relatório científico,"ANÁLISE E AVALIAÇÃO – RELATÓRIO CIENTÍFICO
Analisar uma experiência científica;
Registrar os elementos usados nesta experiência; 
Elaborar o relato da experiência, selecionar as principais informações e avaliar os resultados;"
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Unidade 4 Cordel

SUGESTÃO DE LEITURA DE LIVRO: Hokusai - Dom das Artes
 
Produção de Música com IA para a parte musical","ANALISAR e APLICAR – MANGÁ
Leitura e análise de um MANGÁ e as características desse gênero;
Elaboração de um MANGÁ a partir da leitura da obra de Katsushika Hokusai (século XIX) e também o estudo do Mangá moderno a partir da interpretação de obras de Osamu Tezuka; 
Construção de personagens e textos do Mangá; 

MEMORIZAR – elaboração do MAPA MENTAL sobre o tema estudado para a elaboração do cordel
Registrar os principais elementos do tema estudado e o aprofundamento no estudo de rima e refrão;
Estudar esquemas de rimas;

APLICAÇÃO e ANÁLISE – POEMA 
Interpretar textos poéticos de diversos tipos (cordel, poesia popular, poesia épica)
Estudo sobre o papel da rima, do refrão; 
Leitura de poemas de cordel e também de poesia épica. 
Elaboração de um cordel sobre o Tema estudado. 

APLICAÇÃO e ANÁLISE – MÚSICA

Estudo sobre tipos de músicas e seus gêneros musicais (rap, sertanejo, sofrência, MPB, bossa nova, rock)
Audição de músicas em sala de aula e estudo sobre ritmo, intencionalidade e expressão de ideias a partir das letras de música;
Estudo sobre metáfora na música; 
Refrão na letra de música;
Elaboração de uma letra de música (produção em grupo) e musicalização usando a IA e os conhecimentos sobre música;"
Não especificado,Geral/Múltiplas,3º Bimestre,Unidade 4 Cordel/ POEMA,"APLICAÇÃO e ANÁLISE – POEMA

Interpretar textos poéticos de diversos tipos (cordel, poesia popular, poesia épica)
Estudo sobre o papel da rima, do refrão; 
Leitura de poemas de cordel e também de poesia épica. 
Elaboração de um cordel sobre o Tema estudado."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Carta argumentativa
Artigo de opinião
Resenha Crítica","MEMORIZAÇÃO E COMPREENSÃO – CARTA ARGUMENTATIVA
Identificar características do gênero epistolar;
Registrar os tipos de vocativo e despedida; 
Discutir argumentos e comprová-los;
Expressar opinião por meio de argumentos teóricos, filmes, documentários e fatos históricos e/ou atuais; 
Elaboração de uma carta argumentativa; 

MEMORIZAÇÃO E COMPREENSÃO – ARTIGO DE OPINIÃO
Expressar de forma direta a sua TESE sobre um assunto;
Discutir argumentos e comprová-los;
Expressar opinião por meio de argumentos teóricos, filmes, documentários e fatos históricos e/ou atuais; 
Estudo e aplicação de teorias filosóficas como argumentos de base reflexiva; 
Identificar o vocabulário de expressão de opinião e convencimento do leitor. 
Elaborar um artigo de opinião sobre um assunto; 

COMPREENSÃO E ANÁLISE – RESENHA CRÍTICA
Descrever o objeto analisado na resenha;
Expressar sua análise por meio de elementos comparativos;
Contrastar o objeto analisado com outras  teorias, outros objetos criando aproximações e distanciamentos sobre o que foi abordado; 
Elaborar uma resenha crítica com elementos distintos e partindo de repertório do aluno construído em sala de aula;
Estudo e aplicação de vocabulário acadêmico em texto de resenha;"
Não especificado,Geral/Múltiplas,4º Bimestre,ARTIGO DE OPINIÃO,"MEMORIZAÇÃO E COMPREENSÃO – ARTIGO DE OPINIÃO

Expressar de forma direta a sua TESE sobre um assunto;
Discutir argumentos e comprová-los;
Expressar opinião por meio de argumentos teóricos, filmes, documentários e fatos históricos e/ou atuais; 
Estudo e aplicação de teorias filosóficas como argumentos de base reflexiva; 
Identificar o vocabulário de expressão de opinião e convencimento do leitor. 
Elaborar um artigo de opinião sobre um assunto;"
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Unit 1 – Intelligence - Fictional Narrative
(Narrativo & Relato)

(Reading comprehension assessment + vocabulary and convention)","(Reading)
Anticipate the overall meaning of English texts by making inferences based on skimming, paying attention to titles, first and last sentences of paragraphs, and repeated keywords.
Infer implied meanings, humor, or context from a comic strip.
Analyze an infographic
(Convention and vocabulary)
Identify pronouns and antecedents 
Interpret/Identify vocabulary in context from Unit 1."
Não especificado,Geral/Múltiplas,1º Bimestre,"Unit 1 – Intelligence - Fictional Narrative
(Narrativo & Relato)","(Reading + Vocabulary) 
Cite evidence (specific examples, details, and information) from the text to support their interpretation of it.
Interpret/Identify vocabulary in context from Unit 1.
(Language in Use) 
Recall regular and irregular verb forms in the simple past.
Construct affirmative, negative, and interrogative sentences using simple past.
Identify pronouns and antecedents
Apply correctly different pronoun forms (subject, object, possessive adjectives and pronouns)
Determine meaning of compound words
(Writing)
Produce a written narrative about past experiences using simple past.
Apply capitalization correctly.
(Listening)
Identify the main points of a narrative in the past."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Unit 3 – Overcoming Fear 
(Informativo)

(Reading comprehension assessment + vocabulary and convention)","(Reading)
Recognize the key information of an informative text (what, where, when, how and why)
Identify the central idea of a story.
(Convention and vocabulary)
Interpret/Identify vocabulary in context from Unit 3.
Apply reflexive/intensive pronouns to ensure clarity."
Não especificado,Geral/Múltiplas,2º Bimestre,"Unit 3 – Overcoming Fear

Unit 2 – Clean Water for the World (Infographic: Clean Water and Sanitation)

(Informativo)","(Reading + Vocabulary)
Give informative details (what, where, when...)
Examine graphics to answer questions
(Language in Use)
Interpret/Identify vocabulary in context from Unit 2.
Use simple past to recount events meaningfully.
Apply reflexive/intensive pronouns to ensure clarity.
Use context clues, part–whole relationships, and semantic associations to infer meaning.
(Writing)
Produce a structured informational report with clear introduction, explanation, evidence, and conclusion.
Integrate facts, examples, and transitions for coherence.
(Listening)
Identify the main aspects of an informative text (what, where, when, how and why)."
